"playerid","birthyear","birthcountry","deathyear","namefirst","namelast","weight","height","bats","throws"
"andinro01",1984,"USA",NULL,"Robert","Andino",185,71,"R","R"
"andrast01",1978,"USA",NULL,"Steve","Andrade",220,73,"R","R"
"andrecl01",1978,"USA",NULL,"Clayton","Andrews",175,72,"R","L"
"andreed01",1859,"USA",1934,"Ed","Andrews",160,68,"R","R"
"andreel01",1901,"USA",1979,"Elbert","Andrews",175,72,"L","R"
"andreer01",1918,"USA",2008,"Ernie","Andres",200,73,"R","R"
"andrefr01",1952,"USA",NULL,"Fred","Andrews",163,68,"R","R"
"andrehu01",1922,"USA",2012,"Hub","Andrews",170,72,"R","R"
"andreiv01",1907,"USA",1970,"Ivy","Andrews",200,73,"R","R"
"andreji01",1865,"USA",1907,"Jim","Andrews",NULL,NULL,NULL,NULL
"andrejo01",1923,"USA",1976,"John","Andre",200,76,"L","R"
"andrejo02",1949,"USA",NULL,"John","Andrews",175,70,"L","L"
"andreki01",1953,"USA",NULL,"Kim","Andrew",160,70,"R","R"
"andremi01",1943,"USA",NULL,"Mike","Andrews",195,75,"R","R"
"andrena01",1913,"USA",1991,"Nate","Andrews",195,72,"R","R"
"andrero01",1952,"USA",NULL,"Rob","Andrews",185,72,"R","R"
"andresh01",1971,"USA",NULL,"Shane","Andrews",215,73,"R","R"
"andrest01",1917,"USA",1995,"Stan","Andrews",178,71,"R","R"
"andrewa01",1859,"USA",1940,"Wally","Andrews",170,75,"R","R"
"andrima01",1989,"USA",NULL,"Matt","Andriese",225,74,"R","R"
"andrubi01",1907,"USA",1982,"Bill","Andrus",185,72,"R","R"
"andruel01",1988,"Venezuela",NULL,"Elvis","Andrus",200,72,"R","R"
"andrufr01",1850,"USA",1937,"Fred","Andrus",185,74,"R","R"
"andruwi01",1858,"CAN",1935,"Wyman","Andrus",155,66,NULL,NULL
"andujjo01",1952,"D.R.",2015,"Joaquin","Andujar",170,72,"B","R"
"andujlu01",1972,"D.R.",NULL,"Luis","Andujar",175,74,"R","R"
"andujmi01",1995,"D.R.",NULL,"Miguel","Andujar",215,72,"R","R"
"angelno01",1947,"USA",NULL,"Norm","Angelini",175,71,"L","L"
"anglema01",1985,"USA",NULL,"Matt","Angle",185,69,"L","R"
"angleto01",1904,"USA",1952,"Tom","Angley",190,68,"L","R"
"ankenpa01",1912,"USA",1989,"Pat","Ankenman",125,64,"R","R"
"ankieri01",1979,"USA",NULL,"Rick","Ankiel",210,73,"L","L"
"annade01",1986,"USA",NULL,"Dean","Anna",180,71,"L","R"
"annisbi01",1857,"USA",1923,"Bill","Annis",150,67,"R",NULL
"ansonca01",1852,"USA",1922,"Cap","Anson",227,72,"R","R"
"anthoer01",1967,"USA",NULL,"Eric","Anthony",195,74,"L","L"
"antoldu01",1989,"USA",NULL,"Dustin","Antolin",230,74,"R","R"
"antoljo01",1916,"USA",2002,"Joe","Antolick",185,72,"R","R"
"antonbi01",1927,"USA",1993,"Bill","Antonello",185,71,"R","R"
"antonjo01",1915,"USA",1990,"John","Antonelli",165,70,"R","R"
"antonjo02",1930,"USA",NULL,"Johnny","Antonelli",185,73,"L","L"
"antonma01",1985,"USA",NULL,"Matt","Antonelli",195,73,"R","R"
"aokino01",1982,"Japan",NULL,"Nori","Aoki",180,69,"L","R"
"aparilu01",1934,"Venezuela",NULL,"Luis","Aparicio",160,69,"R","R"
"apodabo01",1950,"USA",NULL,"Bob","Apodaca",170,71,"R","R"
"apontlu01",1953,"Venezuela",NULL,"Luis","Aponte",185,72,"R","R"
"appieke01",1967,"USA",NULL,"Kevin","Appier",180,74,"R","R"
"appleed01",1892,"USA",1932,"Ed","Appleton",173,72,"R","R"
"applefr01",1879,"USA",1968,"Fred","Applegate",180,74,"R","R"
"applepe01",1904,"USA",1974,"Pete","Appleton",180,71,"R","R"
"applilu01",1907,"USA",1991,"Luke","Appling",183,70,"R","R"
"aquingr01",1978,"D.R.",NULL,"Greg","Aquino",190,73,"R","R"
"aquinja01",1992,"D.R.",NULL,"Jayson","Aquino",225,73,"L","L"
"aquinlu01",1964,"P.R.",NULL,"Luis","Aquino",155,72,"R","R"
"aragoan01",1890,"Cuba",1952,"Angel","Aragon",150,65,"R","R"
"aragoja01",1915,"Cuba",1988,"Jack","Aragon",176,70,"R","R"
"aranovi01",1995,"Mexico",NULL,"Victor","Arano",200,74,"R","R"
"araujel01",1991,"Venezuela",NULL,"Elvis","Araujo",275,79,"L","L"
"archdma01",1898,"USA",1954,"Maurice","Archdeacon",153,68,"L","L"
"archech01",1988,"USA",NULL,"Chris","Archer",195,74,"R","R"
"archefr01",1910,"USA",1981,"Fred","Archer",193,72,"L","L"
"archeji01",1883,"Ireland",1958,"Jimmy","Archer",168,70,"R","R"
"archeji02",1932,"USA",NULL,"Jim","Archer",190,72,"R","L"
"archige01",1914,"USA",2001,"George","Archie",170,72,"R","R"
"arciajo01",1943,"Cuba",2016,"Jose","Arcia",170,75,"R","R"
"arciaor01",1994,"Venezuela",NULL,"Orlando","Arcia",165,72,"R","R"
"arciaos01",1991,"Venezuela",NULL,"Oswaldo","Arcia",225,72,"L","R"
"ardelda01",1941,"USA",NULL,"Dan","Ardell",190,74,"L","L"
"ardizru01",1919,"Italy",2015,"Rugger","Ardizoia",180,71,"R","R"
"ardnejo01",1858,"USA",1935,"Joe","Ardner",160,67,"R","R"
"ardoida01",1974,"USA",NULL,"Danny","Ardoin",205,72,"R","R"
"arellfr01",1882,"USA",1918,"Frank","Arellanes",180,72,"R","R"
"arenano01",1991,"USA",NULL,"Nolan","Arenado",205,74,"R","R"
"arencjp01",1986,"USA",NULL,"J. P.","Arencibia",210,73,"R","R"
"arftha01",1922,"USA",2002,"Hank","Arft",190,70,"L","L"
"ariasal01",1967,"USA",NULL,"Alex","Arias",185,75,"R","R"
"ariasal02",1983,"D.R.",NULL,"Alberto","Arias",155,71,"R","R"
"ariasge01",1972,"USA",NULL,"George","Arias",190,71,"R","R"
"ariasjo01",1984,"D.R.",NULL,"Joaquin","Arias",185,73,"R","R"
"ariasru01",1931,"Cuba",NULL,"Rudy","Arias",165,70,"L","L"
"arletbu01",1899,"USA",1964,"Buzz","Arlett",225,75,"B","R"
"arlicdo01",1943,"USA",NULL,"Don","Arlich",185,74,"L","L"
"arlinst01",1945,"USA",2016,"Steve","Arlin",195,75,"R","R"
"armasma01",1969,"Venezuela",NULL,"Marcos","Armas",190,77,"R","R"
"armasto01",1953,"Venezuela",NULL,"Tony","Armas",182,71,"R","R"
"armasto02",1978,"Venezuela",NULL,"Tony","Armas",205,76,"R","R"
"armbrch01",1880,"USA",1964,"Charlie","Armbruster",180,69,"R","R"
"armbred01",1948,"Bahamas",NULL,"Ed","Armbrister",160,71,"R","R"
"armbrha01",1882,"USA",1953,"Harry","Armbruster",190,70,"L","L"
"armbror01",1908,"USA",1967,"Orville","Armbrust",195,70,"R","R"
"armoubi99",1869,"USA",1922,"Bill","Armour",NULL,NULL,NULL,NULL
"armstbo01",1850,"USA",1917,"Robert","Armstrong",160,74,NULL,NULL
"armstge01",1924,"USA",1993,"George","Armstrong",190,70,"R","R"
"armstho01",1889,"USA",1926,"Howard","Armstrong",165,69,"R","R"
"armstja01",1965,"USA",NULL,"Jack","Armstrong",220,77,"R","R"
"armstmi01",1954,"USA",NULL,"Mike","Armstrong",193,75,"R","R"
"armstsh01",1990,"USA",NULL,"Shawn","Armstrong",225,74,"R","R"
"arndtha01",1879,"USA",1921,"Harry","Arndt",165,NULL,"R","R"
"arndtla01",1963,"USA",2014,"Larry","Arndt",195,73,"R","R"
"arnolbi01",1851,"USA",1899,"Billy","Arnold",NULL,NULL,NULL,NULL
"arnolch01",1947,"USA",NULL,"Chris","Arnold",160,70,"R","R"
"arnolja01",1974,"USA",NULL,"Jamie","Arnold",190,74,"R","R"
"arnolsc01",1962,"USA",NULL,"Scott","Arnold",210,74,"R","R"
"arnolto01",1959,"USA",NULL,"Tony","Arnold",170,71,"R","R"
"arnovmo01",1910,"USA",1959,"Morrie","Arnovich",168,70,"R","R"
"arnsbbr01",1963,"USA",NULL,"Brad","Arnsberg",205,76,"R","R"
"arntzor01",1909,"USA",1970,"Orie","Arntzen",200,73,"R","R"
"arochre01",1964,"Cuba",NULL,"Rene","Arocha",180,72,"R","R"
"arojo01",1990,"D.R.",NULL,"Jonathan","Aro",235,72,"R","R"
"arredjo01",1984,"D.R.",NULL,"Jose","Arredondo",190,72,"R","R"
"arrieja01",1986,"USA",NULL,"Jake","Arrieta",225,76,"R","R"
"arrigge01",1941,"USA",NULL,"Gerry","Arrigo",185,73,"L","L"
"arrojro01",1965,"Cuba",NULL,"Rolando","Arrojo",215,76,"R","R"
"arroybr01",1977,"USA",NULL,"Bronson","Arroyo",185,75,"R","R"
"arroych01",1995,"USA",NULL,"Christian","Arroyo",180,73,"R","R"
"arroyfe01",1952,"USA",NULL,"Fernando","Arroyo",180,74,"R","R"
"arroylu01",1927,"P.R.",2016,"Luis","Arroyo",178,68,"L","L"
"arroyru01",1950,"USA",NULL,"Rudy","Arroyo",195,74,"L","L"
"arrueer01",1990,"Cuba",NULL,"Erisbel","Arruebarrena",230,73,"R","R"
"arundha01",1855,"USA",1904,"Harry","Arundel",145,66,NULL,"R"
"arundtu01",1862,"USA",1912,"Tug","Arundel",175,70,"R","R"
"asadora01",1962,"USA",NULL,"Randy","Asadoor",185,73,"R","R"
"asbelji01",1914,"USA",1967,"Jim","Asbell",195,72,"R","R"
"asbjoca01",1909,"USA",1970,"Casper","Asbjornson",196,73,"R","R"
"ascanjo01",1985,"Venezuela",NULL,"Jose","Ascanio",195,71,"R","R"
"ascheco01",1990,"USA",NULL,"Cody","Asche",205,73,"L","R"
"asencmi01",1980,"D.R.",NULL,"Miguel","Asencio",190,74,"R","R"
"ashburi01",1927,"USA",1997,"Richie","Ashburn",170,70,"L","R"
"ashbyal01",1951,"USA",NULL,"Alan","Ashby",185,74,"B","R"
"ashbyan01",1967,"USA",NULL,"Andy","Ashby",180,73,"R","R"
"asheral01",1991,"USA",NULL,"Alec","Asher",240,76,"R","R"
"ashfotu01",1954,"USA",NULL,"Tucker","Ashford",195,73,"R","R"
"ashke01",1901,"USA",1979,"Ken","Ash",165,71,"R","R"
"ashlebi01",1970,"USA",NULL,"Billy","Ashley",220,79,"R","R"
"ashlene01",1984,"USA",NULL,"Nevin","Ashley",245,73,"R","R"
"asmusto01",1878,"USA",1963,"Tom","Asmussen",NULL,71,NULL,"R"
"asprobo01",1938,"USA",NULL,"Bob","Aspromonte",170,74,"R","R"
"asproke01",1931,"USA",NULL,"Ken","Aspromonte",180,72,"R","R"
"asselbr01",1953,"USA",NULL,"Brian","Asselstine",175,73,"L","R"
"assenpa01",1960,"USA",NULL,"Paul","Assenmacher",195,75,"L","L"
"astacez01",1979,"D.R.",NULL,"Ezequiel","Astacio",200,75,"R","R"
"astacpe01",1968,"D.R.",NULL,"Pedro","Astacio",174,74,"R","R"
"astinba01",1991,"USA",NULL,"Barrett","Astin",225,73,"R","R"
"astrojo01",1922,"USA",2013,"Joe","Astroth",187,69,"R","R"
"asuajca01",1991,"Venezuela",NULL,"Carlos","Asuaje",158,69,"L","R"
"atchisc01",1976,"USA",NULL,"Scott","Atchison",200,74,"R","R"
"atchlju01",1973,"USA",NULL,"Justin","Atchley",215,75,"L","L"
"atherch01",1873,"USA",1935,"Charlie","Atherton",160,70,"R","R"
"atherke01",1959,"USA",NULL,"Keith","Atherton",200,76,"R","R"
"atilalu01",1985,"P.R.",NULL,"Luis","Atilano",220,74,"R","R"
"atkinal01",1861,"USA",1952,"Al","Atkinson",165,71,"R","R"
"atkinbi01",1954,"CAN",NULL,"Bill","Atkinson",165,67,"L","R"
"atkined01",1851,"USA",NULL,"Ed","Atkinson",NULL,NULL,NULL,NULL
"atkinga01",1979,"USA",NULL,"Garrett","Atkins",190,74,"R","R"
"atkinja01",1921,"USA",2009,"James","Atkins",205,75,"L","R"
"atkinle01",1904,"USA",1961,"Lefty","Atkinson",149,66,"L","L"
"atkinmi01",1985,"USA",NULL,"Mitch","Atkins",225,76,"R","R"
"atkinto01",1887,"USA",1956,"Tommy","Atkins",165,70,"L","L"
"attredi01",1897,"USA",1964,"Dick","Attreau",160,72,"L","L"
"atwelto01",1924,"USA",2003,"Toby","Atwell",185,69,"L","R"
"atwoobi01",1911,"USA",1993,"Bill","Atwood",190,71,"R","R"
"atzja01",1879,"USA",1945,"Jake","Atz",160,69,"R","R"
"aubreha01",1881,"USA",1953,"Chub","Aubrey",130,67,"R","R"
"aubremi01",1982,"USA",NULL,"Michael","Aubrey",190,72,"L","L"
"aucoide01",1970,"CAN",NULL,"Derek","Aucoin",235,79,"R","R"
"auderi01",1971,"USA",NULL,"Rich","Aude",180,77,"R","R"
"auerbri01",1950,"USA",NULL,"Rick","Auerbach",165,72,"R","R"
"augenbr01",1986,"USA",NULL,"Bryan","Augenstein",230,78,"R","R"
"augusda01",1949,"USA",NULL,"Dave","Augustine",174,74,"R","R"
"augusdo01",1963,"USA",NULL,"Don","August",190,75,"R","R"
"augusje01",1952,"USA",NULL,"Jerry","Augustine",183,72,"L","L"
"aukerel01",1910,"USA",2006,"Elden","Auker",194,74,"R","R"
"auldsle01",1920,"USA",1999,"Tex","Aulds",185,74,"R","R"
"aultdo01",1950,"USA",2004,"Doug","Ault",200,75,"R","L"
"aumonph01",1989,"CAN",NULL,"Phillippe","Aumont",240,79,"L","R"
"aurilri01",1971,"USA",NULL,"Rich","Aurilia",170,72,"R","R"
"ausanjo01",1965,"USA",NULL,"Joe","Ausanio",205,73,"R","R"
"ausmubr01",1969,"USA",NULL,"Brad","Ausmus",190,71,"R","R"
"austde01",1940,"USA",NULL,"Dennis","Aust",180,71,"R","R"
"austihe01",1844,"USA",1904,"Henry","Austin",NULL,NULL,NULL,NULL
"austije01",1976,"USA",NULL,"Jeff","Austin",185,72,"R","R"
"austiji01",1879,"United Kingdom",1965,"Jimmy","Austin",155,67,"B","R"
"austiji02",1963,"USA",NULL,"Jim","Austin",200,74,"R","R"
"austiri01",1946,"USA",NULL,"Rick","Austin",190,76,"R","L"
"austity01",1991,"USA",NULL,"Tyler","Austin",220,74,"R","R"
"autryal01",1952,"USA",NULL,"Al","Autry",225,77,"R","R"
"autrych01",1885,"USA",1976,"Chick","Autry",168,71,"L","L"
"autrych02",1903,"USA",1950,"Chick","Autry",180,72,"R","R"
"avenbr01",1972,"USA",NULL,"Bruce","Aven",180,69,"R","R"
"averiea01",1902,"USA",1983,"Earl","Averill",172,69,"L","R"
"averiea02",1931,"USA",2015,"Earl","Averill",185,70,"R","R"
"averyst01",1970,"USA",NULL,"Steve","Avery",180,76,"L","L"
"averyxa01",1990,"USA",NULL,"Xavier","Avery",190,72,"L","L"
"avilaal01",1987,"USA",NULL,"Alex","Avila",210,71,"L","R"
"avilabo01",1924,"Mexico",2004,"Bobby","Avila",175,70,"R","R"
"avilalu01",1989,"Venezuela",NULL,"Luis","Avilan",225,74,"L","L"
"avilemi01",1981,"USA",NULL,"Mike","Aviles",205,70,"R","R"
"avilera01",1952,"P.R.",NULL,"Ramon","Aviles",155,69,"R","R"
"avreaja01",1920,"USA",1987,"Jay","Avrea",175,73,"R","R"
"axelrdy01",1985,"USA",NULL,"Dylan","Axelrod",195,70,"R","R"
"axforjo01",1983,"CAN",NULL,"John","Axford",220,77,"R","R"
"ayalabe01",1951,"P.R.",NULL,"Benny","Ayala",185,73,"R","R"
"ayalabo01",1969,"USA",NULL,"Bobby","Ayala",190,74,"R","R"
"ayalalu01",1978,"Mexico",NULL,"Luis","Ayala",205,74,"R","R"
"aybarer01",1984,"D.R.",NULL,"Erick","Aybar",195,70,"B","R"
"aybarma01",1972,"D.R.",NULL,"Manny","Aybar",165,73,"R","R"
"aybarwi01",1983,"D.R.",NULL,"Willy","Aybar",205,71,"B","R"
"aydelja01",1861,"USA",1926,"Jake","Aydelott",180,72,"L","R"
"ayersbi01",1919,"USA",1980,"Bill","Ayers",185,75,"R","R"
"ayersdo01",1891,"USA",1968,"Doc","Ayers",185,73,"R","R"
"aylwadi01",1925,"USA",1983,"Dick","Aylward",190,72,"R","R"
"ayraubo01",1966,"USA",NULL,"Bob","Ayrault",230,76,"R","R"
"ayraujo01",1971,"USA",NULL,"Joe","Ayrault",190,75,"R","R"
"azcuejo01",1939,"Cuba",NULL,"Joe","Azcue",190,72,"R","R"
"azocaos01",1965,"Venezuela",2010,"Oscar","Azocar",170,73,"L","L"
"babbch01",1873,"USA",1954,"Charlie","Babb",165,70,"B","R"
"babcobo01",1949,"USA",NULL,"Bob","Babcock",210,77,"R","R"
"babelo01",1928,"USA",1984,"Loren","Babe",180,70,"L","R"
"babicjo01",1913,"USA",2001,"Johnny","Babich",185,73,"R","R"
"babinch01",1895,"USA",1957,"Charlie","Babington",170,72,"R","R"
"babitsh01",1959,"USA",NULL,"Shooty","Babitt",174,68,"R","R"
"backebr01",1978,"USA",NULL,"Brandon","Backe",182,72,"R","R"
"backmle01",1888,"USA",1975,"Les","Backman",195,72,"R","R"
"backmwa01",1959,"USA",NULL,"Wally","Backman",160,69,"B","R"
"baconed01",1895,"USA",1963,"Eddie","Bacon",158,68,NULL,NULL
"bacsimi01",1952,"USA",NULL,"Mike","Bacsik",180,74,"R","R"
"bacsimi02",1977,"USA",NULL,"Mike","Bacsik",225,74,"L","L"
"baczefr01",1926,"USA",1976,"Fred","Baczewski",185,74,"L","L"
"badenbu01",1983,"USA",NULL,"Burke","Badenhop",205,77,"R","R"
"baderar01",1886,"USA",1957,"Art","Bader",170,70,"R","R"
"baderha01",1994,"USA",NULL,"Harrison","Bader",195,72,"R","R"
"baderlo01",1888,"USA",1973,"King","Bader",175,72,"L","R"
"badgrre01",1902,"USA",1998,"Red","Badgro",190,72,"L","R"
"baeched01",1907,"USA",1957,"Ed","Baecht",195,75,"R","R"
"baekch01",1980,"South Korea",NULL,"Cha-Seung","Baek",190,76,"R","R"
"baergca01",1968,"P.R.",NULL,"Carlos","Baerga",165,71,"B","R"
"baezbe01",1977,"D.R.",NULL,"Benito","Baez",160,72,"L","L"
"baezda01",1977,"Cuba",NULL,"Danys","Baez",225,75,"R","R"
"baezja01",1992,"P.R.",NULL,"Javier","Baez",190,72,"R","R"
"baezjo01",1953,"D.R.",NULL,"Jose","Baez",160,68,"R","R"
"baezke01",1967,"USA",NULL,"Kevin","Baez",160,72,"R","R"
"baezpe01",1988,"D.R.",NULL,"Pedro","Baez",230,72,"R","R"
"bagbyji01",1889,"USA",1954,"Jim","Bagby",170,72,"B","R"
"bagbyji02",1916,"USA",1988,"Jim","Bagby",170,74,"R","R"
"bagwebi01",1895,"USA",1976,"Bill","Bagwell",175,73,"L","L"
"bagweje01",1968,"USA",NULL,"Jeff","Bagwell",195,72,"R","R"
"bahnsst01",1944,"USA",NULL,"Stan","Bahnsen",185,74,"R","R"
"bahred01",1919,"CAN",2007,"Ed","Bahr",172,73,"R","R"
"bahrefr01",1858,"USA",1888,"Frank","Bahret",184,73,NULL,NULL
"baichgr01",1889,"USA",1956,"Grover","Baichley",165,68,"R","R"
"bailean01",1984,"USA",NULL,"Andrew","Bailey",240,75,"R","R"
"bailebi01",1888,"USA",1926,"Bill","Bailey",165,71,"L","L"
"bailebi02",1881,"USA",1967,"Bill","Bailey",170,70,"L","R"
"bailebo01",1942,"USA",2018,"Bob","Bailey",180,73,"R","R"
"baileco01",1971,"USA",NULL,"Cory","Bailey",195,72,"R","R"
"baileed01",1931,"USA",2007,"Ed","Bailey",205,74,"L","R"
"bailefr01",1895,"USA",1972,"Fred","Bailey",150,71,"L","L"
"bailege01",1893,"USA",1973,"Gene","Bailey",160,68,"R","R"
"baileha01",1876,"USA",1922,"Harvey","Bailey",160,72,NULL,"L"
"baileho01",1957,"USA",NULL,"Howard","Bailey",195,72,"R","L"
"baileho02",1986,"USA",NULL,"Homer","Bailey",223,76,"R","R"
"baileje01",1978,"USA",NULL,"Jeff","Bailey",200,74,"R","R"
"baileji01",1934,"USA",NULL,"Jim","Bailey",210,74,"B","L"
"baileki01",1869,"USA",1917,"King","Bailey",185,72,"L","L"
"bailema01",1961,"USA",NULL,"Mark","Bailey",195,77,"B","R"
"bailero01",1970,"USA",NULL,"Roger","Bailey",180,73,"R","R"
"bailesc01",1961,"USA",NULL,"Scott","Bailes",170,74,"L","L"
"bailest01",1942,"USA",NULL,"Steve","Bailey",194,73,"R","R"
"bailesw01",1895,"USA",1939,"Sweetbread","Bailey",184,72,"R","R"
"bailobo01",1951,"USA",NULL,"Bob","Bailor",170,71,"R","R"
"baineha01",1959,"USA",NULL,"Harold","Baines",175,74,"L","L"
"bainlo01",1922,"USA",1996,"Loren","Bain",190,72,"R","R"
"bairdal01",1895,"USA",1976,"Al","Baird",160,69,"R","R"
"bairdbo01",1940,"USA",1974,"Bob","Baird",195,76,"L","L"
"bairddo01",1891,"USA",1967,"Doug","Baird",148,69,"R","R"
"bairdo01",1949,"USA",NULL,"Doug","Bair",170,72,"R","R"
"baislje01",1982,"USA",NULL,"Jeff","Baisley",225,75,"R","R"
"bajenje01",1978,"USA",NULL,"Jeff","Bajenaru",190,73,"R","R"
"bakelje01",1864,"USA",1915,"Jersey","Bakley",170,68,"R","R"
"bakenda01",1945,"USA",2014,"Dave","Bakenhaster",168,70,"R","R"
"bakeral01",1906,"USA",1982,"Al","Baker",170,71,"R","R"
"bakerbi01",1911,"USA",2006,"Bill","Baker",200,72,"R","R"
"bakerbo01",1878,"USA",1940,"Bock","Baker",181,69,NULL,"L"
"bakerch01",1856,"USA",1937,"Charlie","Baker",140,64,"R","R"
"bakerch02",1952,"USA",NULL,"Chuck","Baker",180,71,"R","R"
"bakerda01",1956,"USA",NULL,"Dave","Baker",185,72,"L","R"
"bakerde01",1892,"USA",1973,"Del","Baker",176,71,"R","R"
"bakerdo01",1961,"USA",NULL,"Doug","Baker",165,69,"B","R"
"bakerdu01",1949,"USA",NULL,"Dusty","Baker",183,74,"R","R"
"bakerer01",1875,"USA",1945,"Ernie","Baker",160,70,"R","R"
"bakerfl01",1916,"USA",2004,"Floyd","Baker",160,69,"L","R"
"bakerfr01",1886,"USA",1963,"Home Run","Baker",173,71,"L","R"
"bakerfr02",1944,"USA",2010,"Frank","Baker",180,70,"L","R"
"bakerfr03",1946,"USA",NULL,"Frank","Baker",178,74,"L","R"
"bakerge01",1857,"USA",1915,"George","Baker",162,71,NULL,NULL
"bakerge02",1925,"USA",1999,"Gene","Baker",170,73,"R","R"
"bakerho01",1888,"USA",1964,"Howard","Baker",175,71,"R","R"
"bakerja01",1950,"USA",NULL,"Jack","Baker",225,77,"R","R"
"bakerje01",1888,"USA",1972,"Jesse","Baker",188,71,"L","L"
"bakerje02",1895,"USA",1976,"Jesse","Baker",140,64,"R","R"
"bakerje03",1981,"Germany",NULL,"Jeff","Baker",220,74,"R","R"
"bakerjo01",1981,"USA",NULL,"John","Baker",215,73,"L","R"
"bakerki01",1869,"USA",1927,"Kirtley","Baker",160,69,"R","R"
"bakerne01",1904,"USA",1982,"Neal","Baker",175,73,"R","R"
"bakerno01",1862,"USA",1949,"Norm","Baker",NULL,NULL,NULL,NULL
"bakerph01",1856,"USA",1940,"Phil","Baker",152,68,"L","L"
"bakersc01",1970,"USA",NULL,"Scott","Baker",175,74,"L","L"
"bakersc02",1981,"USA",NULL,"Scott","Baker",215,76,"R","R"
"bakerst01",1956,"USA",NULL,"Steve","Baker",185,72,"R","R"
"bakerto01",1913,"USA",1991,"Tom","Baker",180,73,"R","R"
"bakerto02",1934,"USA",1980,"Tom","Baker",195,72,"L","L"
"bakertr01",1891,"USA",1975,"Tracy","Baker",180,73,"R","R"
"bakopa01",1972,"USA",NULL,"Paul","Bako",205,74,"L","R"
"balasmi01",1910,"USA",1996,"Mike","Balas",195,72,"R","R"
"balazjo01",1950,"CAN",NULL,"John","Balaz",180,75,"R","R"
"balbost01",1957,"USA",NULL,"Steve","Balboni",225,75,"R","R"
"balcebo01",1925,"USA",1990,"Bobby","Balcena",160,67,"R","L"
"baldero01",1981,"USA",NULL,"Rocco","Baldelli",190,76,"R","R"
"baldsja01",1936,"USA",NULL,"Jack","Baldschun",175,73,"R","R"
"baldwbi01",1948,"USA",2011,"Billy","Baldwin",175,72,"L","L"
"baldwda01",1938,"USA",NULL,"Dave","Baldwin",200,74,"R","R"
"baldwfr01",1928,"USA",2004,"Frank","Baldwin",195,71,"R","R"
"baldwha01",1900,"USA",1958,"Harry","Baldwin",160,71,"R","R"
"baldwhe01",1894,"USA",1964,"Henry","Baldwin",180,71,"R","R"
"baldwja01",1971,"USA",NULL,"James","Baldwin",210,75,"R","R"
"baldwje01",1965,"USA",NULL,"Jeff","Baldwin",180,73,"L","L"
"baldwki01",1864,"USA",1897,"Kid","Baldwin",147,66,"R","R"
"baldwla01",1859,"USA",1937,"Lady","Baldwin",160,71,"R","L"
"baldwma01",1863,"USA",1929,"Mark","Baldwin",190,72,"R","R"
"baldwof01",1881,"USA",1942,"Orson","Baldwin",185,NULL,NULL,"R"
"baldwre01",1954,"USA",NULL,"Reggie","Baldwin",195,73,"R","R"
"baldwri01",1953,"USA",NULL,"Rick","Baldwin",180,75,"L","R"
"balejo01",1974,"USA",NULL,"John","Bale",210,76,"L","L"
"balenmi01",1886,"USA",1955,"Mike","Balenti",175,71,"R","R"
"balenwl01",1984,"Curacao",NULL,"Wladimir","Balentien",220,74,"R","R"
"balesco01",1986,"USA",NULL,"Collin","Balester",190,76,"R","R"
"balesle01",1944,"USA",NULL,"Lee","Bales",165,70,"B","R"
"balfogr01",1977,"Australia",NULL,"Grant","Balfour",200,74,"R","R"
"ballaje01",1963,"USA",NULL,"Jeff","Ballard",195,75,"L","L"
"ballar01",1872,"USA",1915,"Art","Ball",168,NULL,NULL,"R"
"balleja01",1960,"USA",NULL,"Jay","Baller",215,78,"R","R"
"ballepe01",1894,"USA",1948,"Pelham","Ballenger",160,71,"R","R"
"ballima01",1949,"USA",2014,"Mark","Ballinger",205,78,"R","R"
"ballje01",1969,"USA",NULL,"Jeff","Ball",185,70,"R","R"
"ballji01",1884,"USA",1963,"Jim","Ball",175,71,"R","R"
"ballne01",1881,"USA",1957,"Neal","Ball",145,67,"R","R"
"ballowi01",1897,"USA",1963,"Win","Ballou",170,70,"R","R"
"balsato01",1937,"USA",NULL,"Tony","Balsamo",185,74,"R","R"
"bambege01",1923,"USA",2004,"George","Bamberger",175,72,"R","R"
"bambeha01",1924,"USA",2010,"Hal","Bamberger",173,72,"L","R"
"banckst01",1853,"USA",1888,"Studs","Bancker",NULL,NULL,NULL,NULL
"bancrda01",1891,"USA",1972,"Dave","Bancroft",160,69,"B","R"
"bancrfr99",1846,"USA",1921,"Frank","Bancroft",NULL,NULL,NULL,NULL
"bandaan01",1993,"USA",NULL,"Anthony","Banda",190,74,"L","L"
"bandoch01",1956,"USA",NULL,"Chris","Bando",195,72,"B","R"
"bandosa01",1944,"USA",NULL,"Sal","Bando",195,72,"R","R"
"bandyje01",1990,"USA",NULL,"Jett","Bandy",235,76,"R","R"
"baneed01",1952,"USA",NULL,"Eddie","Bane",160,69,"R","L"
"baneydi01",1946,"USA",NULL,"Dick","Baney",185,72,"R","R"
"banisje01",1964,"USA",NULL,"Jeff","Banister",200,74,"R","R"
"bankhda01",1920,"USA",1976,"Dan","Bankhead",184,73,"R","R"
"bankhsc01",1963,"USA",NULL,"Scott","Bankhead",175,70,"R","R"
"banksbi01",1874,"USA",1936,"Bill","Yerrick",150,71,"R","R"
"banksbr01",1970,"USA",NULL,"Brian","Banks",200,75,"B","R"
"bankser01",1931,"USA",2015,"Ernie","Banks",180,73,"R","R"
